ID	Name	URL	Year	Author	Domain	Venue
182	Sentiment Lexicons	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/382.pptx	2018	Dragomir Radev	nlp	Yale
183	Classification and kNN 1	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/511.pptx	2018	Dragomir Radev	nlp	Yale
184	Toolkits for Information Retrieval	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/614.pptx	2018	Dragomir Radev	nlp	Yale
185	Neural Machine Translation	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/753.pptx	2018	Dragomir Radev	nlp	Yale
186	Summarization 3	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/423.pptx	2018	Dragomir Radev	nlp	Yale
187	Evaluation of Information Retrieval	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/613.pptx	2018	Dragomir Radev	ir	Yale
188	Logistic Regression 1	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/516.pptx	2018	Dragomir Radev	nlp	Yale
189	Discourse Analysis	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/441.pptx	2018	Dragomir Radev	nlp	Yale
190	Information Extraction and Named Entity Recognition	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/232.pptx	2018	Dragomir Radev	nlp	Yale
191	Miscellaneous Projects	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/921.pptx	2018	Dragomir Radev	nlp	Yale
192	Introduction to Semantics and Logic	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/361.pptx	2018	Dragomir Radev	nlp	Yale
193	Prepositional Phrase Attachment 1	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/282.pptx	2018	Dragomir Radev	nlp	Yale
194	Linear Algebra 2	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/122.pptx	2018	Dragomir Radev	nlp	Yale
195	Convolutional Neural Networks	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/744.pptx	2018	Dragomir Radev	nlp	Yale
196	Vector Representations	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/321.pptx	2018	Dragomir Radev	nlp	Yale
197	Knowledge Representation	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/363.pptx	2018	Dragomir Radev	nlp	Yale
198	Parts of Speech	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/142.pptx	2018	Dragomir Radev	nlp	Yale
199	Neural Generation, Dialogue Systems	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/756.pptx	2018	Dragomir Radev	nlp	Yale
200	Statistical Parsing	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/252.pptx	2018	Dragomir Radev	nlp	Yale
201	Neural Parsing	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/752.pptx	2018	Dragomir Radev	nlp	Yale
202	Summarization 2	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/422.pptx	2018	Dragomir Radev	nlp	Yale
203	Tree Adjoining Grammar	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/263.pptx	2018	Dragomir Radev	nlp	Yale
204	Learning for Hidden Markov Models	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/222.pptx	2018	Dragomir Radev	nlp	Yale
205	Perceptron	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/515.pptx	2018	Dragomir Radev	nlp	Yale
206	First Order Logic	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/362.pptx	2018	Dragomir Radev	nlp	Yale
207	Dependency Syntax	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/255.pptx	2018	Dragomir Radev	nlp	Yale
208	Evaluation of Dependency Parsing	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/258.pptx	2018	Dragomir Radev	nlp	Yale
209	NLTK	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/132.pptx	2018	Dragomir Radev	nlp	Yale
210	Combinatory Categorial Grammar	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/264.pptx	2018	Dragomir Radev	nlp	Yale
211	Vector Semantics	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/322.pptx	2018	Dragomir Radev	nlp	Yale
212	History of NLP	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/113.pptx	2018	Dragomir Radev	nlp	Yale
213	Introduction to Dependency Parsing	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/256.pptx	2018	Dragomir Radev	nlp	Yale
214	Machine Learning Resources	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/134.pptx	2018	Dragomir Radev	nlp	Yale
215	CKY Parsing	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/244.pptx	2018	Dragomir Radev	nlp	Yale
216	Text Similarity Intro	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/311.pptx	2018	Dragomir Radev	nlp	Yale
217	Probabilistic Grammars	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/251.pptx	2018	Dragomir Radev	nlp	Yale
218	Natural Language Generation: Features and Unification	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/433.pptx	2018	Dragomir Radev	nlp	Yale
219	Syntax Basics	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/241.pptx	2018	Dragomir Radev	nlp	Yale
220	Evaluation of Text Classification	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/544.pptx	2018	Dragomir Radev	nlp	Yale
221	Statistical Part of Speech Tagging	http://www.cs.yale.edu/homes/radev/nlpclass/slides2018/231.pptx	2018	Dragomir Radev	nlp	Yale
222	Autoencoder - denoising autoencoder	http://info.usherbrooke.ca/hlarochelle/ift725/6_06_denoising_autoencoder.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
223	Training CRFs - general conditional random fields	http://info.usherbrooke.ca/hlarochelle/ift725/4_07_general_crf.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
224	Conditional random fields (CRFs)	http://info.usherbrooke.ca/hlarochelle/ift725/crf.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
225	Restricted Boltzmann machine	http://info.usherbrooke.ca/hlarochelle/ift725/5_01_definition.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
226	Training neural networks - activation function derivative	http://info.usherbrooke.ca/hlarochelle/ift725/2_05_activation_function_derivative.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
227	Sparse coding - dictionary learning algorithm	http://info.usherbrooke.ca/hlarochelle/ift725/8_05_dictionary_learning_algorithm.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
228	Computer vision - pooling and subsampling	http://info.usherbrooke.ca/hlarochelle/ift725/9_05_pooling_and_subsampling.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
229	Natural language processing - multitask learning	http://info.usherbrooke.ca/hlarochelle/ift725/10_10_multitask_learning.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
230	Autoencoder - linear autoencoder	http://info.usherbrooke.ca/hlarochelle/ift725/6_04_linear_autoencoder.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
231	Restricted Boltzmann machine - persistent CD	http://info.usherbrooke.ca/hlarochelle/ift725/5_06_persistent_CD.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
232	Computer vision - convolutional network	http://info.usherbrooke.ca/hlarochelle/ift725/9_06_convolutional_network.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
233	Training CRFs - discriminative vs. generative learning	http://info.usherbrooke.ca/hlarochelle/ift725/4_04_discriminative_vs_generative.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
234	Computer vision - example	http://info.usherbrooke.ca/hlarochelle/ift725/9_08_example.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
235	Autoencoder - example	http://info.usherbrooke.ca/hlarochelle/ift725/6_03_example.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
236	Sparse coding - ZCA preprocessing	http://info.usherbrooke.ca/hlarochelle/ift725/8_07_ZCA_preprocessing.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
237	Training CRFs	http://info.usherbrooke.ca/hlarochelle/ift725/crf_learn.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
238	Training neural networks - optimization	http://info.usherbrooke.ca/hlarochelle/ift725/2_11_optimization.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
239	Training CRFs - hidden Markov model	http://info.usherbrooke.ca/hlarochelle/ift725/4_06_hidden_markov_model.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
240	Training neural networks - hidden layer gradient	http://info.usherbrooke.ca/hlarochelle/ift725/2_04_hidden_layer_gradient.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
241	Word representations	http://info.usherbrooke.ca/hlarochelle/ift725/nlp-word-representations.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
242	Recursive neural network	http://info.usherbrooke.ca/hlarochelle/ift725/nlp-recursive-net.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
243	Training CRFs - loss function	http://info.usherbrooke.ca/hlarochelle/ift725/4_01_loss_function.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
244	Training CRFs - pseudo likelihood	http://info.usherbrooke.ca/hlarochelle/ift725/4_08_pseudolikelihood.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
245	Merging representations	http://info.usherbrooke.ca/hlarochelle/ift725/10_12_merging_representations.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
246	Feedforward neural network - artificial neural network	http://info.usherbrooke.ca/hlarochelle/ift725/1_01_artificial_neuron.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
247	Recursive network training	http://info.usherbrooke.ca/hlarochelle/ift725/10_14_recursive_network_training.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
248	Restricted Boltzmann machine - free energy	http://info.usherbrooke.ca/hlarochelle/ift725/5_03_free_energy.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
249	Restricted Boltzmann machine - contrastive divergence	http://info.usherbrooke.ca/hlarochelle/ift725/5_04_contrastive_divergence.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
250	Conditional random fields - context window	http://info.usherbrooke.ca/hlarochelle/ift725/3_03_context_window.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
251	Deep learning - unsupervised pre-training	http://info.usherbrooke.ca/hlarochelle/ift725/7_03_unsupervised_pretraining.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
252	Deep learning - deep autoencoder	http://info.usherbrooke.ca/hlarochelle/ift725/7_06_deep_autoencoder.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
253	Training neural networks - empirical risk minimization	http://info.usherbrooke.ca/hlarochelle/ift725/2_01_empirical_risk_minimization.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
254	Deep learning - dropout	http://info.usherbrooke.ca/hlarochelle/ift725/7_05_dropout.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
255	Autoencoders	http://info.usherbrooke.ca/hlarochelle/ift725/autoencoder.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
256	Training neural networks - parameter gradient	http://info.usherbrooke.ca/hlarochelle/ift725/2_06_parameter_gradient.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
257	Conditional random fields - performing classification	http://info.usherbrooke.ca/hlarochelle/ift725/3_06_performing_classification.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
258	Training neural networks - parameter initialization	http://info.usherbrooke.ca/hlarochelle/ift725/2_09_parameter_initialization.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
259	Training neural networks	http://info.usherbrooke.ca/hlarochelle/ift725/bprop.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
260	Training CRFs - unary log-factor gradient	http://info.usherbrooke.ca/hlarochelle/ift725/4_02_unary_log-factor_gradient.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
261	Feedforward neural network - multilayer neural network	http://info.usherbrooke.ca/hlarochelle/ift725/1_04_multilayer_neural_network.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
262	Syntactic and semantic tagging	http://info.usherbrooke.ca/hlarochelle/ift725/nlp-tagging.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
263	Natural language processing - one-hot encoding	http://info.usherbrooke.ca/hlarochelle/ift725/10_03_one-hot_encoding.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
264	Training neural networks - regularization	http://info.usherbrooke.ca/hlarochelle/ift725/2_08_regularization.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
265	Autoencoder - loss function	http://info.usherbrooke.ca/hlarochelle/ift725/6_02_loss_function.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
266	Sparse coding - definition	http://info.usherbrooke.ca/hlarochelle/ift725/8_01_definition.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
267	Feedforward neural network - capacity of single neuron	http://info.usherbrooke.ca/hlarochelle/ift725/1_03_capacity_of_single_neuron.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
268	Conditional random fields - belief propagation	http://info.usherbrooke.ca/hlarochelle/ift725/3_10_belief_propagation.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
269	Natural language processing - word tagging	http://info.usherbrooke.ca/hlarochelle/ift725/10_08_word_tagging.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
270	Neural networks Autoencoder - undercomplete vs. overcomplete hidden layer	http://info.usherbrooke.ca/hlarochelle/ift725/6_05_undercomplete_vs_overcomplete_hidden_layer.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
271	Training neural networks - backpropagation algorithm	http://info.usherbrooke.ca/hlarochelle/ift725/2_07_backpropagation.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
272	Feedforward neural network	http://info.usherbrooke.ca/hlarochelle/ift725/fprop.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
273	Feedforward neural network - biological inspiration	http://info.usherbrooke.ca/hlarochelle/ift725/1_06_biological_inspiration.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
274	Computer vision - discrete convolution	http://info.usherbrooke.ca/hlarochelle/ift725/9_04_discrete_convolution.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
275	Neural network language model	http://info.usherbrooke.ca/hlarochelle/ift725/nlp-language-model.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
276	Training neural networks - loss function	http://info.usherbrooke.ca/hlarochelle/ift725/2_02_loss_function.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
277	Restricted Boltzmann machine - inference	http://info.usherbrooke.ca/hlarochelle/ift725/5_02_inference.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
278	Restricted Boltzmann machine - contrastive divergence (parameter update)	http://info.usherbrooke.ca/hlarochelle/ift725/5_05_contrastive_divergence_parameter_update.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
279	Deep learning - deep belief network	http://info.usherbrooke.ca/hlarochelle/ift725/7_07_deep_belief_network.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
280	Language modeling	http://info.usherbrooke.ca/hlarochelle/ift725/10_05_language_modeling.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
281	Training CRFs - pairwise log-factor gradient	http://info.usherbrooke.ca/hlarochelle/ift725/4_03_pairwise_log-factor_gradient.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
282	Restricted Boltzmann machine - example	http://info.usherbrooke.ca/hlarochelle/ift725/5_07_example.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
283	Conditional random fields - linear chain CRF	http://info.usherbrooke.ca/hlarochelle/ift725/3_02_linear_chain_crf.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
284	Computer vision	http://info.usherbrooke.ca/hlarochelle/ift725/convolutional_network.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
285	Deep learning	http://info.usherbrooke.ca/hlarochelle/ift725/deep.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
286	language model	http://info.usherbrooke.ca/hlarochelle/ift725/10_06_neural_network_language_model.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
287	Computer vision - data set expansion	http://info.usherbrooke.ca/hlarochelle/ift725/9_09_data_set_expansion.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
288	Sparse coding - dictionary update with projected gradient descent	http://info.usherbrooke.ca/hlarochelle/ift725/8_03_dictionary_update_projected_gradient_descent.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
289	Deep learning - variational bound	http://info.usherbrooke.ca/hlarochelle/ift725/7_08_variational_bound.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
290	Natural language processing - recursive network	http://info.usherbrooke.ca/hlarochelle/ift725/10_11_recursive_network.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
291	Deep learning - DBN pretraining	http://info.usherbrooke.ca/hlarochelle/ift725/7_09_dbn_pretraining.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
292	Natural language processing - convolutional network	http://info.usherbrooke.ca/hlarochelle/ift725/10_09_convolutional_network.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
293	Deep learning - difculty of training	http://info.usherbrooke.ca/hlarochelle/ift725/7_02_difficulty_of_training.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
294	Training neural networks - output layer gradient	http://info.usherbrooke.ca/hlarochelle/ift725/2_03_output_layer_gradient.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
295	Computer vision - motivation	http://info.usherbrooke.ca/hlarochelle/ift725/9_01.motivation.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
296	Natural language processing - hierarchical output layer	http://info.usherbrooke.ca/hlarochelle/ift725/10_07_hierarchical_output_layer.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
297	Sparse coding - online dictionary learning algorithm	http://info.usherbrooke.ca/hlarochelle/ift725/8_06_online_dictionary_learning_algorithm.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
298	Sparse coding	http://info.usherbrooke.ca/hlarochelle/ift725/sparse_coding.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
299	Review of fundamentals	http://info.usherbrooke.ca/hlarochelle/ift725/review.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
300	Deep learning - example	http://info.usherbrooke.ca/hlarochelle/ift725/7_04_example.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
301	Conditional random fields - Markov network	http://info.usherbrooke.ca/hlarochelle/ift725/3_08_markov_network.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
302	Restricted Boltzmann machine - extensions	http://info.usherbrooke.ca/hlarochelle/ift725/5_08_extensions.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
303	Feedforward neural network - activation function	http://info.usherbrooke.ca/hlarochelle/ift725/1_02_activation_function.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
304	Computer vision - convolutional RBM	http://info.usherbrooke.ca/hlarochelle/ift725/9_10_convolutional_rbm.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
305	Autoencoder - definition	http://info.usherbrooke.ca/hlarochelle/ift725/6_01_definition.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
306	Conditional random fields - factor graph	http://info.usherbrooke.ca/hlarochelle/ift725/3_09_factor_graph.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
307	Deep learning - motivation	http://info.usherbrooke.ca/hlarochelle/ift725/7_01_motivation.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
308	Computer vision - parameter sharing	http://info.usherbrooke.ca/hlarochelle/ift725/9_03_parameter_sharing.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
309	Restricted Boltzmann Machines	http://info.usherbrooke.ca/hlarochelle/ift725/rbm.pdf	2017	Hugo Larochelle	dl	Université de Sherbrooke
